BQ-00001 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01242 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01243 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01244 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01245 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01246 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01247 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01248 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01249 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01250 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01251 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01252 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01253 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01254 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01255 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01256 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01257 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01258 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01259 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01260 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01261 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01262 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01263 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01264 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01265 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01266 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01267 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01268 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01269 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01270 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01271 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01272 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01273 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01274 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01275 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01276 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01277 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01278 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01279 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01280 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01281 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01282 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01283 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01284 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01285 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01286 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01287 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01288 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01289 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01290 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01291 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01292 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01293 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01294 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01295 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01296 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01297 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01298 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01299 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01300 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01301 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01302 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01303 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01304 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01305 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01306 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01307 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01308 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01309 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01310 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01311 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01312 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01313 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01314 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01315 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01316 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01317 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01318 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01319 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01320 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01321 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01322 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01323 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01324 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01325 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01326 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01327 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01328 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01329 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01330 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01331 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01332 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01333 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01334 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01335 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01336 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01337 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01338 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01339 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01340 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01341 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01342 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01343 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01344 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01345 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01346 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01347 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01348 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01349 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01350 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01351 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01352 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01353 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01354 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01355 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01356 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01357 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01358 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01359 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01360 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01361 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01362 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01363 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01364 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-01365 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01366 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01367 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01368 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01369 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-01370 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
